Village,kabupaten,kecamatan,desa,archetype,households,lat,lon,sited,solar_MW,solar_cap_MW,hubdist_km,hub_name,peak_mw
538,TIMOR TENGAH SELATAN,NUNBENA,TUNBES,rice,211,-9.653745002964737,124.1288822034891,True,1964.8,1964.8,25.593,Gardu Induk Nonohonis,0.05909
539,TIMOR TENGAH SELATAN,NUNKOLO,FAT,rice,284,-9.870417826961027,124.6737650585195,True,1626.5,1626.5,43.072,Gardu Induk Kefamenanu,0.07954
540,TIMOR TENGAH SELATAN,NUNKOLO,HAUMENI,rice,401,-9.8958968933285,124.6546953357453,True,1461.2,1461.2,41.751,Gardu Induk Nonohonis,0.11231
541,TIMOR TENGAH SELATAN,NUNKOLO,HOINENO,rice,567,,,False,,3246.8,,,0.1588
542,TIMOR TENGAH SELATAN,NUNKOLO,NENOAT,rice,554,-9.891386208264835,124.6957416075937,True,1184.9,1184.9,46.129,Gardu Induk Nonohonis,0.15516
543,TIMOR TENGAH SELATAN,NUNKOLO,NUNKOLO,rice,452,-9.876348339694031,124.7259719986426,True,1467.9,1467.9,46.62,Gardu Induk Kefamenanu,0.12659
544,TIMOR TENGAH SELATAN,NUNKOLO,OP,rice,488,-9.923832074326976,124.6505268642385,True,1097.9,1097.9,42.092,Gardu Induk Nonohonis,0.13667
545,TIMOR TENGAH SELATAN,NUNKOLO,PUTUN,rice,429,-9.872382163575764,124.6631967711542,True,1580.5,1580.5,42.201,Gardu Induk Nonohonis,0.12015
546,TIMOR TENGAH SELATAN,NUNKOLO,SAENAM,rice,327,-9.913216349252444,124.669914526788,True,1229.2,1229.2,43.851,Gardu Induk Nonohonis,0.09158
547,TIMOR TENGAH SELATAN,NUNKOLO,SAHAN,rice,556,-9.898633570204248,124.67844087993,True,1318.1,1318.1,44.4,Gardu Induk Nonohonis,0.15572
548,TIMOR TENGAH SELATAN,OENINO,ABI,rice,338,-9.686413069145448,124.5200451845551,True,3987.1,3987.1,17.587,Gardu Induk Kefamenanu,0.09466
549,TIMOR TENGAH SELATAN,OENINO,HOI,rice,890,-9.796442898550698,124.4365511877775,True,3453.9,3453.9,16.668,Gardu Induk Nonohonis,0.24926
550,TIMOR TENGAH SELATAN,OENINO,NEKE,horticulture,430,-9.731449301875744,124.4987147861366,True,3747.5,3747.5,22.434,Gardu Induk Kefamenanu,0.12043
551,TIMOR TENGAH SELATAN,OENINO,NIKI NIKI UN,rice,273,-9.756098374622924,124.4704557266583,True,3606.1,3606.1,21.415,Gardu Induk Nonohonis,0.07646
552,TIMOR TENGAH SELATAN,OENINO,NOE NONI,rice,449,,,False,,3246.8,,,0.12575
553,TIMOR TENGAH SELATAN,OENINO,OENINO,rice,329,-9.719943268109702,124.4692412976249,True,3855.9,3855.9,21.303,Gardu Induk Kefamenanu,0.09214
554,TIMOR TENGAH SELATAN,OENINO,PENE UTARA,rice,649,-9.758195175893274,124.4111361525,True,3546.2,3546.2,15.205,Gardu Induk Nonohonis,0.18176
555,TIMOR TENGAH SELATAN,POLEN,BALU,rice,181,-9.711667944181247,124.3895174657795,True,3670.5,3670.5,16.39,Gardu Induk Nonohonis,0.05069
556,TIMOR TENGAH SELATAN,POLEN,BIJELI,rice,510,-9.669363999295898,124.3371459882072,True,2956.6,2956.6,17.543,Gardu Induk Nonohonis,0.14283
557,TIMOR TENGAH SELATAN,POLEN,FATUMNUTU,rice,481,-9.603505305301944,124.3357434058539,True,3575.8,3575.8,19.314,Gardu Induk Kefamenanu,0.13471
558,TIMOR TENGAH SELATAN,POLEN,KONBAKI,rice,570,-9.701873661189287,124.4283065212651,True,3911.3,3911.3,20.301,Gardu Induk Nonohonis,0.15964
559,TIMOR TENGAH SELATAN,POLEN,LAOB,rice,323,-9.706992264128251,124.337305543355,True,2983.2,2983.2,13.574,Gardu Induk Nonohonis,0.09046
560,TIMOR TENGAH SELATAN,POLEN,LOLI,rice,516,-9.650900110087312,124.4566558737229,True,4287.3,4287.3,13.956,Gardu Induk Kefamenanu,0.14451
561,TIMOR TENGAH SELATAN,POLEN,MNESATBUBAK,rice,392,,,False,,3246.8,,,0.10979
562,TIMOR TENGAH SELATAN,POLEN,OELNUNUH,rice,255,-9.60801436924914,124.3941583468598,True,3747.9,3747.9,13.963,Gardu Induk Kefamenanu,0.07142
563,TIMOR TENGAH SELATAN,POLEN,PUNA,rice,457,-9.68636936171932,124.4671803945041,True,3964.1,3964.1,17.587,Gardu Induk Kefamenanu,0.12799
564,TIMOR TENGAH SELATAN,POLEN,SAINONI,rice,229,-9.682267939815546,124.3853258316274,True,3592.5,3592.5,18.665,Gardu Induk Nonohonis,0.06414
565,TIMOR TENGAH SELATAN,POLEN,USAPIMNASI,rice,224,-9.629467302976652,124.3414630944486,True,3396.6,3396.6,20.16,Gardu Induk Kefamenanu,0.06273
566,TIMOR TENGAH SELATAN,SANTIAN,MANUFUI,rice,654,-9.781802624909655,124.7288467572265,True,2892.2,2892.2,38.411,Gardu Induk Kefamenanu,0.18316
567,TIMOR TENGAH SELATAN,SANTIAN,NAIFATU,rice,184,-9.792747904173147,124.7082781495775,True,2594.0,2594.0,37.84,Gardu Induk Kefamenanu,0.05153
568,TIMOR TENGAH SELATAN,SANTIAN,NENOTES,rice,276,-9.79586081956807,124.6730883311159,True,2514.8,2514.8,35.789,Gardu Induk Kefamenanu,0.0773
569,TIMOR TENGAH SELATAN,SANTIAN,POLI,rice,830,-9.763088614504593,124.698052739474,True,2737.4,2737.4,34.544,Gardu Induk Kefamenanu,0.23245
570,TIMOR TENGAH SELATAN,SANTIAN,SANTIAN,rice,263,-9.793988930249665,124.6913516297583,True,2450.8,2450.8,36.792,Gardu Induk Kefamenanu,0.07366
571,TIMOR TENGAH SELATAN,TOBU,BESTOBE,rice,249,-9.630474826314057,124.3165520574336,True,3119.9,3119.9,21.303,Gardu Induk Nonohonis,0.06974
572,TIMOR TENGAH SELATAN,TOBU,BONLEU,rice,696,-9.578240719903391,124.2681502232346,True,1544.5,1544.5,25.631,Gardu Induk Kefamenanu,0.19493
573,TIMOR TENGAH SELATAN,TOBU,HUETALAN,rice,158,-9.654345762456172,124.3178501144219,True,2897.9,2897.9,18.667,Gardu Induk Nonohonis,0.04425
574,TIMOR TENGAH SELATAN,TOBU,PUBASU,rice,227,-9.632272747533138,124.2772520046562,True,1918.9,1918.9,20.903,Gardu Induk Nonohonis,0.06357
575,TIMOR TENGAH SELATAN,TOBU,SAUBALAN,rice,120,-9.608564340763076,124.2846223811389,True,2002.7,2002.7,23.547,Gardu Induk Nonohonis,0.03361
576,TIMOR TENGAH SELATAN,TOBU,TOBU,rice,651,-9.669584580279167,124.2984599940268,True,2898.3,2898.3,16.692,Gardu Induk Nonohonis,0.18232
577,TIMOR TENGAH SELATAN,TOBU,TUNE,rice,352,-9.62946316508981,124.2960147979635,True,2617.8,2617.8,21.201,Gardu Induk Nonohonis,0.09858
578,TIMOR TENGAH SELATAN,TOBU,TUTEM,rice,419,-9.649229060395818,124.2627692743848,True,1998.7,1998.7,19.164,Gardu Induk Nonohonis,0.11735
579,TIMOR TENGAH SELATAN,TOIANAS,BOKONG,rice,430,-9.658611666594297,124.7843260039433,True,3680.7,3680.7,35.327,Gardu Induk Kefamenanu,0.12043
580,TIMOR TENGAH SELATAN,TOIANAS,LOBUS,rice,386,-9.7018158384333,124.7879938207821,True,3889.9,3889.9,37.908,Gardu Induk Kefamenanu,0.10811
581,TIMOR TENGAH SELATAN,TOIANAS,MILI,plantation,378,,,False,,3246.8,,,0.10586
582,TIMOR TENGAH SELATAN,TOIANAS,NOEOLIN,rice,181,-9.72553985544803,124.7699135420226,True,3681.8,3681.8,37.665,Gardu Induk Kefamenanu,0.05069
583,TIMOR TENGAH SELATAN,TOIANAS,OELEU,rice,352,-9.750313851015353,124.740685490113,True,3117.5,3117.5,36.861,Gardu Induk Kefamenanu,0.09858
584,TIMOR TENGAH SELATAN,TOIANAS,SAMBET,plantation,601,,,False,,3246.8,,,0.16832
585,TIMOR TENGAH SELATAN,TOIANAS,SKINU,rice,778,-9.755487563434976,124.7792489015562,True,3999.7,3999.7,40.525,Gardu Induk Kefamenanu,0.21789
586,TIMOR TENGAH SELATAN,TOIANAS,TOIANAS,rice,693,-9.723593118159416,124.7921573097372,True,4087.3,4087.3,39.591,Gardu Induk Kefamenanu,0.19409
587,TIMOR TENGAH SELATAN,TOIANAS,TUATAUM,rice,587,-9.675434451118418,124.8022514184929,True,4081.7,4081.7,37.93,Gardu Induk Kefamenanu,0.1644
588,TIMOR TENGAH UTARA,BIBOKI ANLEU,KOTAFOUN,rice,431,-9.156222729227585,124.7461266666716,True,3822.2,3822.2,15.41,Gardu Induk Atambua,0.12071
589,TIMOR TENGAH UTARA,BIBOKI ANLEU,MAUKABATAN,rice,346,-9.09792504194338,124.74584545085,True,3973.4,3973.4,13.059,Gardu Induk Atapupu,0.0969
590,TIMOR TENGAH UTARA,BIBOKI ANLEU,MOTADIK,rice,561,-9.052905902472183,124.7958105508754,True,3129.5,3129.5,5.768,Gardu Induk Atapupu,0.15712
591,TIMOR TENGAH UTARA,BIBOKI ANLEU,NIFUTASI,rice,374,-9.219182619016404,124.7119075139628,True,3316.4,3316.4,22.674,Gardu Induk Atambua,0.10474
592,TIMOR TENGAH UTARA,BIBOKI ANLEU,NONATBATAN,rice,394,,,False,,3246.8,,,0.11035
593,TIMOR TENGAH UTARA,BIBOKI ANLEU,OEMANU,rice,270,-9.16695630108591,124.6695983437637,True,4137.6,4137.6,23.602,Gardu Induk Atambua,0.07562
594,TIMOR TENGAH UTARA,BIBOKI ANLEU,PONU,rice,1328,-9.142087879699414,124.7025348494499,True,4223.0,4223.0,19.182,Gardu Induk Atambua,0.37193
595,TIMOR TENGAH UTARA,BIBOKI ANLEU,SIFANIHA,rice,277,-9.133370648224902,124.7864009176635,True,4095.3,4095.3,10.239,Gardu Induk Atambua,0.07758
596,TIMOR TENGAH UTARA,BIBOKI ANLEU,TUAMESE,manufacturing,359,-9.077702930484634,124.7139016542808,True,2376.8,2376.8,14.102,Gardu Induk Atapupu,0.10054
597,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,BIRUNATUN,rice,217,-9.190011057687528,124.7950311631856,True,3413.0,3413.0,13.997,Gardu Induk Atambua,0.06077
598,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,KULUAN,rice,220,-9.260827987154077,124.7499862927586,True,2931.1,2931.1,23.424,Gardu Induk Atambua,0.06161
599,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,MAKUN,rice,238,-9.249111825787612,124.7875278761034,True,3375.7,3375.7,20.212,Gardu Induk Atambua,0.06666
600,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,MANUMEAN,rice,137,-9.217168485097448,124.7623641149002,True,3532.7,3532.7,18.618,Gardu Induk Atambua,0.03837
601,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,NAKU,rice,330,-9.229060078265055,124.8178630938234,True,3434.5,3434.5,16.845,Gardu Induk Atambua,0.09242
602,TIMOR TENGAH UTARA,BIBOKI MOENLEU,KAUBELE,rice,264,-9.22350791813584,124.635936398378,True,4144.5,4144.5,29.831,Gardu Induk Atambua,0.07394
603,TIMOR TENGAH UTARA,BIBOKI MOENLEU,LUNIUP,rice,252,-9.27338737431236,124.6772938410255,True,3364.8,3364.8,29.665,Gardu Induk Atambua,0.07058
604,TIMOR TENGAH UTARA,BIBOKI MOENLEU,MATABESI,rice,125,-9.242349819929103,124.6544738348748,True,3829.4,3829.4,29.298,Gardu Induk Atambua,0.03501
605,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH,rice,521,-9.16630160234926,124.6319821989797,True,3353.8,3353.8,27.448,Gardu Induk Atapupu,0.14591
606,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH SELATAN,rice,286,-9.201829606474778,124.6312673033131,True,4178.4,4178.4,29.114,Gardu Induk Atambua,0.0801
607,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH UTARA,rice,483,-9.171291344910026,124.6020083700312,True,2677.1,2677.1,30.389,Gardu Induk Atapupu,0.13527
608,TIMOR TENGAH UTARA,BIBOKI MOENLEU,TUNBES,rice,146,-9.292176977641097,124.680264832716,True,3101.6,3101.6,30.979,Gardu Induk Atambua,0.04089
609,TIMOR TENGAH UTARA,BIBOKI SELATAN,OENAEM,rice,161,-9.37584851315052,124.6631840978486,True,3658.3,3658.3,25.876,Gardu Induk Kefamenanu,0.04509
610,TIMOR TENGAH UTARA,BIBOKI SELATAN,PANTAE,rice,271,-9.377264503256786,124.6426700618618,True,3623.2,3623.2,24.145,Gardu Induk Kefamenanu,0.0759
611,TIMOR TENGAH UTARA,BIBOKI SELATAN,SAINIUP,rice,288,-9.344463872623445,124.6847313191888,True,2896.9,2896.9,30.063,Gardu Induk Kefamenanu,0.08066
612,TIMOR TENGAH UTARA,BIBOKI SELATAN,SUPUN,rice,347,-9.362293930111662,124.6947941789106,True,2969.6,2969.6,29.516,Gardu Induk Kefamenanu,0.09718
613,TIMOR TENGAH UTARA,BIBOKI SELATAN,TAUTPAH,rice,325,-9.310282897054178,124.7420889892001,True,2708.0,2708.0,28.662,Gardu Induk Atambua,0.09102
614,TIMOR TENGAH UTARA,BIBOKI SELATAN,TOKBESI,rice,236,-9.329360922218246,124.7096009332898,True,2769.6,2769.6,32.356,Gardu Induk Atambua,0.0661
615,TIMOR TENGAH UTARA,BIBOKI SELATAN,TUNBAEN,rice,289,-9.329069031428457,124.6564208184984,True,3268.2,3268.2,29.267,Gardu Induk Kefamenanu,0.08094
616,TIMOR TENGAH UTARA,BIBOKI SELATAN,UPFAON,rice,504,,,False,,3246.8,,,0.14115
617,TIMOR TENGAH UTARA,BIBOKI TANPAH,OEKOPA,rice,496,-9.33109128418707,124.7863776622827,True,3880.2,3880.2,28.874,Gardu Induk Atambua,0.13891
618,TIMOR TENGAH UTARA,BIBOKI TANPAH,OERINBESI,rice,435,-9.347670828753362,124.7907846083405,True,3932.0,3932.0,30.522,Gardu Induk Atambua,0.12183
619,TIMOR TENGAH UTARA,BIBOKI TANPAH,T EBA,rice,521,,,False,,3246.8,,,0.14591
620,TIMOR TENGAH UTARA,BIBOKI TANPAH,T EBA TIMUR,rice,557,,,False,,3246.8,,,0.156
621,TIMOR TENGAH UTARA,BIBOKI UTARA,BILOE,rice,361,-9.29203675019966,124.8080780610486,True,3770.0,3770.0,23.959,Gardu Induk Atambua,0.1011
622,TIMOR TENGAH UTARA,BIBOKI UTARA,BORONUBAEN,rice,405,-9.296840805359798,124.8407970600552,True,4251.3,4251.3,23.789,Gardu Induk Atambua,0.11343
623,TIMOR TENGAH UTARA,BIBOKI UTARA,BORONUBAEN TIMUR,rice,311,,,False,,3246.8,,,0.0871
624,TIMOR TENGAH UTARA,BIBOKI UTARA,HAUTEAS,rice,321,,,False,,3246.8,,,0.0899
625,TIMOR TENGAH UTARA,BIBOKI UTARA,HAUTEAS BARAT,rice,196,-9.288162305719077,124.8183997517415,True,3810.8,3810.8,23.252,Gardu Induk Atambua,0.05489
626,TIMOR TENGAH UTARA,BIBOKI UTARA,LOKOMEA,rice,247,-9.26278108822493,124.841614591396,True,3819.0,3819.0,19.966,Gardu Induk Atambua,0.06918
627,TIMOR TENGAH UTARA,BIBOKI UTARA,SAPAEN,rice,210,-9.302569423349818,124.7685033703328,True,3224.1,3224.1,26.575,Gardu Induk Atambua,0.05881
628,TIMOR TENGAH UTARA,BIBOKI UTARA,TAUNBAEN,rice,234,-9.292908454458551,124.7807079730251,True,3414.8,3414.8,25.039,Gardu Induk Atambua,0.06554
629,TIMOR TENGAH UTARA,BIBOKI UTARA,TAUNBAEN TIMUR,rice,183,-9.292752035764607,124.7923885351236,True,3627.1,3627.1,24.561,Gardu Induk Atambua,0.05125
630,TIMOR TENGAH UTARA,BIBOKI UTARA,TUALENE,rice,545,,,False,,3246.8,,,0.15264
631,TIMOR TENGAH UTARA,BIKOMI NILULAT,HAUMENI ANA,rice,320,-9.497349126441351,124.3467028463878,True,2035.4,2035.4,16.851,Gardu Induk Kefamenanu,0.08962
632,TIMOR TENGAH UTARA,BIKOMI NILULAT,INBATE,rice,312,-9.426391778937116,124.3848384425845,True,3155.1,3155.1,17.066,Gardu Induk Kefamenanu,0.08738
633,TIMOR TENGAH UTARA,BIKOMI NILULAT,NAINABAN,rice,213,-9.439030514623235,124.367166099326,True,2556.8,2556.8,17.624,Gardu Induk Kefamenanu,0.05965
634,TIMOR TENGAH UTARA,BIKOMI NILULAT,NILULAT,rice,158,-9.502756570485287,124.3292978408429,True,1750.3,1750.3,18.618,Gardu Induk Kefamenanu,0.04425
635,TIMOR TENGAH UTARA,BIKOMI NILULAT,SUNKAEN,rice,134,-9.463258934112256,124.3656582684028,True,2840.5,2840.5,16.277,Gardu Induk Kefamenanu,0.03753
636,TIMOR TENGAH UTARA,BIKOMI NILULAT,TUBU,rice,160,-9.500764421030356,124.3093055724587,True,1454.4,1454.4,20.848,Gardu Induk Kefamenanu,0.04481
637,TIMOR TENGAH UTARA,BIKOMI SELATAN,KIUSILI,rice,268,-9.480112221012948,124.4428731070746,True,4345.6,4345.6,8.214,Gardu Induk Kefamenanu,0.07506
638,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU,rice,109,-9.562376573501444,124.6203184764886,True,3809.2,3809.2,14.48,Gardu Induk Kefamenanu,0.03053
639,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU SELATAN,rice,188,-9.565712892923331,124.6838396606005,True,3197.9,3197.9,21.484,Gardu Induk Kefamenanu,0.05265
640,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU TENGAH,rice,115,-9.56979404603055,124.6692840596787,True,3249.6,3249.6,19.981,Gardu Induk Kefamenanu,0.03221
641,TIMOR TENGAH UTARA,BIKOMI SELATAN,MAURISU UTARA,rice,135,-9.540555677631223,124.6181865334918,True,3999.1,3999.1,13.88,Gardu Induk Kefamenanu,0.03781
642,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA,rice,492,-9.536954026508532,124.5001650031466,True,4394.5,4394.5,0.853,Gardu Induk Kefamenanu,0.13779
643,TIMOR TENGAH UTARA,BIKOMI SELATAN,NAIOLA TIMUR,rice,235,-9.539855557425454,124.5438353138968,True,4252.3,4252.3,5.632,Gardu Induk Kefamenanu,0.06582
644,TIMOR TENGAH UTARA,BIKOMI SELATAN,OELAMI,rice,515,-9.484113462963403,124.4636230174683,True,4399.7,4399.7,6.44,Gardu Induk Kefamenanu,0.14423
645,TIMOR TENGAH UTARA,BIKOMI SELATAN,OETALUS,rice,195,-9.499031830091663,124.4571983463552,True,4414.4,4414.4,5.577,Gardu Induk Kefamenanu,0.05461
646,TIMOR TENGAH UTARA,BIKOMI SELATAN,TUBLOPO,rice,405,-9.523256430022036,124.5691827294183,True,4422.5,4422.5,8.467,Gardu Induk Kefamenanu,0.11343
647,TIMOR TENGAH UTARA,BIKOMI TENGAH,BUK,rice,233,-9.418641722988571,124.4026290467734,True,3782.0,3782.0,16.399,Gardu Induk Kefamenanu,0.06526
648,TIMOR TENGAH UTARA,BIKOMI TENGAH,KUANEK,rice,167,,,False,,3246.8,,,0.04677
649,TIMOR TENGAH UTARA,BIKOMI TENGAH,NIMASI,rice,231,-9.447999730187547,124.4244537866741,True,4304.9,4304.9,12.294,Gardu Induk Kefamenanu,0.0647
650,TIMOR TENGAH UTARA,BIKOMI TENGAH,OELBONAK,rice,172,-9.423089668943916,124.4201308625464,True,4138.0,4138.0,14.85,Gardu Induk Kefamenanu,0.04817
651,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU,rice,276,-9.432227835249508,124.4546697826278,True,4060.4,4060.4,12.158,Gardu Induk Kefamenanu,0.0773
652,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU SELATAN,rice,275,-9.44310225118947,124.4454143472212,True,4251.8,4251.8,11.466,Gardu Induk Kefamenanu,0.07702
653,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENENU UTARA,rice,323,-9.426904798924529,124.4364257236736,True,4158.9,4158.9,13.55,Gardu Induk Kefamenanu,0.09046
654,TIMOR TENGAH UTARA,BIKOMI TENGAH,OENINO,rice,315,-9.467375150716151,124.4295602938562,True,4239.2,4239.2,10.277,Gardu Induk Kefamenanu,0.08822
655,TIMOR TENGAH UTARA,BIKOMI TENGAH,SONO,rice,192,-9.399436098336947,124.390261787013,True,2826.9,2826.9,18.955,Gardu Induk Kefamenanu,0.05377
656,TIMOR TENGAH UTARA,BIKOMI UTARA,BAAS,rice,105,-9.410249160849665,124.4212529148227,True,3950.3,3950.3,16.015,Gardu Induk Kefamenanu,0.02941
657,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN,rice,199,,,False,,3246.8,,,0.05573
658,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN B,rice,123,-9.351547829848922,124.4136549484026,True,1795.5,1795.5,22.315,Gardu Induk Kefamenanu,0.03445
659,TIMOR TENGAH UTARA,BIKOMI UTARA,BANAIN C,rice,157,-9.346915928841478,124.4327479787061,True,1814.6,1814.6,22.05,Gardu Induk Kefamenanu,0.04397
660,TIMOR TENGAH UTARA,BIKOMI UTARA,FAENNAKE,rice,260,,,False,,3246.8,,,0.07282
661,TIMOR TENGAH UTARA,BIKOMI UTARA,HAUMENI,rice,194,-9.398651563463908,124.4137684627966,True,3679.2,3679.2,17.565,Gardu Induk Kefamenanu,0.05433
662,TIMOR TENGAH UTARA,BIKOMI UTARA,NAPAN,rice,301,-9.364883425371351,124.3940062356602,True,1825.6,1825.6,21.965,Gardu Induk Kefamenanu,0.0843
663,TIMOR TENGAH UTARA,BIKOMI UTARA,SAINONI,rice,185,-9.38310948433367,124.412653312059,True,3202.4,3202.4,19.156,Gardu Induk Kefamenanu,0.05181
664,TIMOR TENGAH UTARA,BIKOMI UTARA,TES,rice,176,-9.381428089790322,124.3953279688313,True,2475.4,2475.4,20.296,Gardu Induk Kefamenanu,0.04929
665,TIMOR TENGAH UTARA,INSANA,AINIUT,rice,320,-9.471126238086354,124.7030735724205,True,3611.0,3611.0,24.32,Gardu Induk Kefamenanu,0.08962
666,TIMOR TENGAH UTARA,INSANA,BITAUNI,rice,349,-9.458192472121556,124.6658394051294,True,4382.2,4382.2,20.927,Gardu Induk Kefamenanu,0.09774
667,TIMOR TENGAH UTARA,INSANA,BOTOF,rice,201,-9.436012842290872,124.6728275198871,True,4069.1,4069.1,22.733,Gardu Induk Kefamenanu,0.05629
668,TIMOR TENGAH UTARA,INSANA,FATOIN,rice,443,-9.448236914794563,124.7003015277074,True,3496.7,3496.7,24.896,Gardu Induk Kefamenanu,0.12407
669,TIMOR TENGAH UTARA,INSANA,FATUANA,rice,218,,,False,,3246.8,,,0.06105
670,TIMOR TENGAH UTARA,INSANA,KEUN,rice,294,-9.397611999172836,124.6589779559906,True,3936.9,3936.9,23.899,Gardu Induk Kefamenanu,0.08234
671,TIMOR TENGAH UTARA,INSANA,LOERAM,rice,316,-9.470982815176004,124.7459894378804,True,2749.3,2749.3,28.934,Gardu Induk Kefamenanu,0.0885
672,TIMOR TENGAH UTARA,INSANA,MANUNAIN A,rice,433,-9.42651866687359,124.6930927921612,True,3570.8,3570.8,25.226,Gardu Induk Kefamenanu,0.12127
673,TIMOR TENGAH UTARA,INSANA,MANUNAIN B,rice,283,-9.42699721641094,124.6674325917306,True,4157.6,4157.6,22.726,Gardu Induk Kefamenanu,0.07926
674,TIMOR TENGAH UTARA,INSANA,NANSEAN,rice,237,-9.526961004445315,124.6578119702133,True,4018.4,4018.4,18.276,Gardu Induk Kefamenanu,0.06638
675,TIMOR TENGAH UTARA,INSANA,NANSEAN TIMUR,rice,134,-9.534498636820436,124.6826109639169,True,3725.2,3725.2,21.025,Gardu Induk Kefamenanu,0.03753
676,TIMOR TENGAH UTARA,INSANA,NUNMAFO,rice,552,-9.427531678126078,124.7171317104791,True,2833.8,2833.8,27.56,Gardu Induk Kefamenanu,0.1546
677,TIMOR TENGAH UTARA,INSANA,OINBIT,rice,639,,,False,,3246.8,,,0.17896
678,TIMOR TENGAH UTARA,INSANA,SEKON,rice,272,-9.473699952093812,124.6264818569262,True,4389.7,4389.7,16.213,Gardu Induk Kefamenanu,0.07618
679,TIMOR TENGAH UTARA,INSANA,SUSULAKU,rice,281,-9.501675209101624,124.6835289186569,True,4035.3,4035.3,21.417,Gardu Induk Kefamenanu,0.0787
680,TIMOR TENGAH UTARA,INSANA,SUSULAKU B,rice,192,-9.535711435598042,124.7263712328115,True,3563.1,3563.1,25.898,Gardu Induk Kefamenanu,0.05377
681,TIMOR TENGAH UTARA,INSANA,TAPENPAH,rice,309,-9.455262280476305,124.6396115830936,True,4440.2,4440.2,18.447,Gardu Induk Kefamenanu,0.08654
682,TIMOR TENGAH UTARA,INSANA BARAT,BANAE,rice,473,,,False,,3246.8,,,0.13247
683,TIMOR TENGAH UTARA,INSANA BARAT,DESA ADMEN,rice,287,,,False,,3246.8,,,0.08038
684,TIMOR TENGAH UTARA,INSANA BARAT,LAPEOM,rice,236,-9.49333727228955,124.543710393855,True,4297.2,4297.2,7.127,Gardu Induk Kefamenanu,0.0661
685,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO,rice,306,-9.465458051436656,124.6042053526275,True,4148.8,4148.8,14.457,Gardu Induk Kefamenanu,0.0857
686,TIMOR TENGAH UTARA,INSANA BARAT,LETNEO SELATAN,rice,180,-9.512147408937173,124.6208337134522,True,4353.2,4353.2,14.338,Gardu Induk Kefamenanu,0.05041
687,TIMOR TENGAH UTARA,INSANA BARAT,NIFUNENAS,rice,186,-9.482455828150645,124.5557275636498,True,4166.6,4166.6,8.94,Gardu Induk Kefamenanu,0.05209
688,TIMOR TENGAH UTARA,INSANA BARAT,OABIKASE,rice,103,-9.500436876200556,124.5583284571463,True,4293.7,4293.7,8.065,Gardu Induk Kefamenanu,0.02885
689,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN,rice,190,-9.457651922556469,124.5453940998185,True,3732.7,3732.7,10.248,Gardu Induk Kefamenanu,0.05321
690,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN BESTOBE,rice,142,-9.452004126567449,124.5553765680462,True,3719.9,3719.9,11.413,Gardu Induk Kefamenanu,0.03977
691,TIMOR TENGAH UTARA,INSANA BARAT,SUBUN TUALELE,rice,180,-9.477446182700197,124.5384413599886,True,4126.8,4126.8,7.988,Gardu Induk Kefamenanu,0.05041
692,TIMOR TENGAH UTARA,INSANA BARAT,UNINI,rice,379,,,False,,3246.8,,,0.10614
693,TIMOR TENGAH UTARA,INSANA BARAT,USAPINONOT,rice,206,-9.491272165406132,124.5656722168342,True,4187.7,4187.7,9.279,Gardu Induk Kefamenanu,0.05769
694,TIMOR TENGAH UTARA,INSANA FAFINESU,BANUAN,rice,168,,,False,,3246.8,,,0.04705
695,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU,rice,201,-9.381578967073963,124.5732510788281,True,3121.0,3121.0,19.226,Gardu Induk Kefamenanu,0.05629
696,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU A,rice,443,-9.398107801919592,124.5985553282011,True,3759.2,3759.2,19.164,Gardu Induk Kefamenanu,0.12407
697,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU B,rice,316,-9.368112550376232,124.5484613605139,True,2691.2,2691.2,19.56,Gardu Induk Kefamenanu,0.0885
698,TIMOR TENGAH UTARA,INSANA FAFINESU,FAFINESU C,rice,319,-9.359927368180315,124.5850439648639,True,3154.7,3154.7,21.999,Gardu Induk Kefamenanu,0.08934
