r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
1147,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1148,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1149,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1150,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1151,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1152,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1153,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
1154,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1155,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1156,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.017,0.5,1,
1157,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.034,0.5,1,
1158,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.052,1,0.052,1,1,1,0.052,1,0.5,0.5,0.5,0.5,0.052,0,0.5,0.5,1,1,1,1,1,1,1,1,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,1,1,1,1,0.5,0.014,0.014,1,1,1,1,0.5,1,0.014,0.032,0.5,1,
1159,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.166,1,0.166,1,1,1,0.166,1,0.5,0.5,0.5,0.5,0.166,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,1,1,1,1,0.5,0.094,0.094,1,1,1,1,0.5,1,0.094,0.003,0.5,1,
1160,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,0.289,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.289,1,0.289,1,1,1,0.289,1,0.5,0.5,0.5,0.5,0.289,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,1,1,1,1,0.5,0.189,0.189,1,1,1,1,0.5,1,0.189,0,0.5,1,
1161,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.41,1,0.41,1,1,1,0.41,1,0.5,0.5,0.5,0.5,0.41,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,1,1,1,1,0.5,0.288,0.288,1,1,1,1,0.5,1,0.288,0.001,0.5,1,
1162,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.473,1,0.473,1,1,1,0.473,1,0.5,0.5,0.5,0.5,0.473,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,1,1,1,1,0.5,0.349,0.349,1,1,1,1,0.5,1,0.349,0.001,0.5,1,
1163,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.509,1,0.509,1,1,1,0.509,1,0.5,0.5,0.5,0.5,0.509,0.011,0.5,0.5,1,1,1,1,1,1,1,1,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,1,1,1,1,0.5,0.402,0.402,1,1,1,1,0.5,1,0.402,0,0.5,1,
1164,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.507,1,0.507,1,1,1,0.507,1,0.5,0.5,0.5,0.5,0.507,0.022,0.5,0.5,1,1,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,1,1,1,1,0.5,0.452,0.452,1,1,1,1,0.5,1,0.452,0.001,0.5,1,
1165,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.477,1,0.477,1,1,1,0.477,1,0.5,0.5,0.5,0.5,0.477,0.035,0.5,0.5,1,1,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,1,1,1,1,0.5,0.44,0.44,1,1,1,1,0.5,1,0.44,0.001,0.5,1,
1166,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,0.357,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.357,1,0.357,1,1,1,0.357,1,0.5,0.5,0.5,0.5,0.357,0.039,0.5,0.5,1,1,1,1,1,1,1,1,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1,1,1,1,0.5,0.39,0.39,1,1,1,1,0.5,1,0.39,0.002,0.5,1,
1167,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,0.217,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.217,1,0.217,1,1,1,0.217,1,0.5,0.5,0.5,0.5,0.217,0.03,0.5,0.5,1,1,1,1,1,1,1,1,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,1,1,1,1,0.5,0.291,0.291,1,1,1,1,0.5,1,0.291,0.002,0.5,1,
1168,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,0.108,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.108,1,0.108,1,1,1,0.108,1,0.5,0.5,0.5,0.5,0.108,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,1,1,1,1,0.5,0.16,0.16,1,1,1,1,0.5,1,0.16,0,0.5,1,
1169,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.01,1,0.01,1,1,1,0.01,1,0.5,0.5,0.5,0.5,0.01,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,1,1,1,1,0.5,0.041,0.041,1,1,1,1,0.5,1,0.041,0.001,0.5,1,
1170,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.011,0.5,1,
1171,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.038,0.5,1,
1172,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.011,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.059,0.5,1,
1173,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.061,0.5,1,
1174,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.025,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.051,0.5,1,
1175,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.03,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.041,0.5,1,
1176,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.022,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.034,0.5,1,
1177,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.006,0.5,1,
1178,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
1179,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.002,0.5,1,
1180,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.009,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1181,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.01,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1182,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.033,1,0.033,1,1,1,0.033,1,0.5,0.5,0.5,0.5,0.033,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,1,1,1,0.5,0.007,0.007,1,1,1,1,0.5,1,0.007,0.005,0.5,1,
1183,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.148,1,0.148,1,1,1,0.148,1,0.5,0.5,0.5,0.5,0.148,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,0.061,1,1,1,1,0.5,0.061,0.061,1,1,1,1,0.5,1,0.061,0.002,0.5,1,
1184,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,0.313,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.313,1,0.313,1,1,1,0.313,1,0.5,0.5,0.5,0.5,0.313,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,1,1,1,1,0.5,0.145,0.145,1,1,1,1,0.5,1,0.145,0,0.5,1,
1185,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.441,1,0.441,1,1,1,0.441,1,0.5,0.5,0.5,0.5,0.441,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,1,1,1,1,0.5,0.257,0.257,1,1,1,1,0.5,1,0.257,0,0.5,1,
1186,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.528,1,0.528,1,1,1,0.528,1,0.5,0.5,0.5,0.5,0.528,0.023,0.5,0.5,1,1,1,1,1,1,1,1,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,0.382,1,1,1,1,0.5,0.382,0.382,1,1,1,1,0.5,1,0.382,0,0.5,1,
1187,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.605,1,0.605,1,1,1,0.605,1,0.5,0.5,0.5,0.5,0.605,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,1,1,1,1,0.5,0.463,0.463,1,1,1,1,0.5,1,0.463,0,0.5,1,
1188,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.576,1,0.576,1,1,1,0.576,1,0.5,0.5,0.5,0.5,0.576,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,1,1,1,1,0.5,0.491,0.491,1,1,1,1,0.5,1,0.491,0,0.5,1,
1189,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.518,1,0.518,1,1,1,0.518,1,0.5,0.5,0.5,0.5,0.518,0.025,0.5,0.5,1,1,1,1,1,1,1,1,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,1,1,1,1,0.5,0.477,0.477,1,1,1,1,0.5,1,0.477,0.001,0.5,1,
1190,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,0.383,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.383,1,0.383,1,1,1,0.383,1,0.5,0.5,0.5,0.5,0.383,0.03,0.5,0.5,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,1,1,1,0.5,0.41,0.41,1,1,1,1,0.5,1,0.41,0.003,0.5,1,
1191,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.238,1,0.238,1,1,1,0.238,1,0.5,0.5,0.5,0.5,0.238,0.034,0.5,0.5,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,0.285,1,1,1,1,0.5,0.285,0.285,1,1,1,1,0.5,1,0.285,0.002,0.5,1,
1192,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.112,1,0.112,1,1,1,0.112,1,0.5,0.5,0.5,0.5,0.112,0.034,0.5,0.5,1,1,1,1,1,1,1,1,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,1,1,1,1,0.5,0.123,0.123,1,1,1,1,0.5,1,0.123,0.001,0.5,1,
1193,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.011,1,0.011,1,1,1,0.011,1,0.5,0.5,0.5,0.5,0.011,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,1,1,1,1,0.5,0.024,0.024,1,1,1,1,0.5,1,0.024,0.001,0.5,1,
1194,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1195,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.014,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.011,0.5,1,
1196,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.017,0.5,1,
1197,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.011,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.017,0.5,1,
1198,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.008,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
1199,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
