r_id,jinchuan_group_wprka_power_station_unit_1,jinchuan_group_wprka_power_station_unit_2,jinchuan_group_wprka_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_unit_1,xinxing_ductile_iron_pipes_power_station_unit_2,xinxing_ductile_iron_pipes_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_4,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_5,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_6,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_7,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_8,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,weda_bay_power_station_unit_1314,weda_bay_power_station_unit_1315,weda_bay_power_station_unit_1,weda_bay_power_station_unit_2,weda_bay_power_station_unit_3,weda_bay_power_station_unit_4,weda_bay_power_station_unit_9,weda_bay_power_station_unit_5,weda_bay_power_station_unit_6,weda_bay_power_station_unit_7,weda_bay_power_station_unit_8,weda_bay_power_station_unit_10,weda_bay_power_station_unit_11,weda_bay_power_station_unit_12,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar
335,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.121,0.121,0.121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.121,0.121,0.121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
336,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.153,0.153,0.153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.153,0.153,0.153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
337,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.192,0.192,0.192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.192,0.192,0.192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
338,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.219,0.219,0.219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.219,0.219,0.219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
339,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.22,0.22,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.22,0.22,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
340,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.201,0.201,0.201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.201,0.201,0.201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
341,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.172,0.172,0.172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.172,0.172,0.172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
342,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.14,0.14,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.14,0.14,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
343,1,1,1,1,1,1,1,1,1,1,1,0.082,0.082,0.082,0.082,0.082,0.112,0.112,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082,0.082,0.082,0.082,0.082,0.112,0.112,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082,0.082,0.082,0.082,0.082
344,1,1,1,1,1,1,1,1,1,1,1,0.196,0.196,0.196,0.196,0.196,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.196,0.196,0.196,0.196,0.196,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.196,0.196,0.196,0.196,0.196
345,1,1,1,1,1,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,0.084,0.084,0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258,0.084,0.084,0.084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.258,0.258,0.258,0.258,0.258
346,1,1,1,1,1,1,1,1,1,1,1,0.294,0.294,0.294,0.294,0.294,0.081,0.081,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.294,0.294,0.294,0.294,0.294,0.081,0.081,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.294,0.294,0.294,0.294,0.294
347,1,1,1,1,1,1,1,1,1,1,1,0.328,0.328,0.328,0.328,0.328,0.094,0.094,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.328,0.328,0.328,0.328,0.328,0.094,0.094,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.328,0.328,0.328,0.328,0.328
348,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.101,0.101,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.101,0.101,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357
349,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336,0.076,0.076,0.076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336,0.076,0.076,0.076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336
350,1,1,1,1,1,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,0.046,0.046,0.046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252
351,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179
352,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121,0.034,0.034,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121,0.034,0.034,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121,0.121,0.121,0.121,0.121
353,1,1,1,1,1,1,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.028,0.028,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.028,0.028,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05
354,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023,0.023,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.023,0.023,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
355,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
356,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.021,0.021,0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.021,0.021,0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
357,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025,0.025,0.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.025,0.025,0.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
358,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037,0.037,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037,0.037,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
359,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.054,0.054,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
360,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079,0.079,0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.079,0.079,0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
361,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
362,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.087,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.087,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
363,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
364,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.077,0.077,0.077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.077,0.077,0.077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
365,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.075,0.075,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.075,0.075,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
366,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.064,0.064,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.064,0.064,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
367,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0.066,0.066,0.066,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0.066,0.066,0.066,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.066,0.066,0.066,0.066,0.066
368,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177,0.177,0.177,0.177,0.177
369,1,1,1,1,1,1,1,1,1,1,1,0.265,0.265,0.265,0.265,0.265,0.045,0.045,0.045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.265,0.265,0.265,0.265,0.265,0.045,0.045,0.045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.265,0.265,0.265,0.265,0.265
370,1,1,1,1,1,1,1,1,1,1,1,0.335,0.335,0.335,0.335,0.335,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.335,0.335,0.335,0.335,0.335,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.335,0.335,0.335,0.335,0.335
371,1,1,1,1,1,1,1,1,1,1,1,0.396,0.396,0.396,0.396,0.396,0.07,0.07,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.396,0.396,0.396,0.396,0.396,0.07,0.07,0.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.396,0.396,0.396,0.396,0.396
372,1,1,1,1,1,1,1,1,1,1,1,0.425,0.425,0.425,0.425,0.425,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.425,0.425,0.425,0.425,0.425,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.425,0.425,0.425,0.425,0.425
373,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41,0.092,0.092,0.092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,0.41,0.41,0.41,0.41
374,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.106,0.106,0.106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357,0.106,0.106,0.106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.357,0.357,0.357,0.357,0.357
375,1,1,1,1,1,1,1,1,1,1,1,0.286,0.286,0.286,0.286,0.286,0.114,0.114,0.114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.286,0.286,0.286,0.286,0.286,0.114,0.114,0.114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.286,0.286,0.286,0.286,0.286
376,1,1,1,1,1,1,1,1,1,1,1,0.191,0.191,0.191,0.191,0.191,0.106,0.106,0.106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.191,0.191,0.191,0.191,0.191,0.106,0.106,0.106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.191,0.191,0.191,0.191,0.191
377,1,1,1,1,1,1,1,1,1,1,1,0.08,0.08,0.08,0.08,0.08,0.093,0.093,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08,0.08,0.08,0.08,0.08,0.093,0.093,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08,0.08,0.08,0.08,0.08
378,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.074,0.074,0.074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.074,0.074,0.074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
379,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073,0.073,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.073,0.073,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
380,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.087,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.087,0.087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
381,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088,0.088,0.088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.088,0.088,0.088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
382,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086,0.086,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086,0.086,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
383,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.105,0.105,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.105,0.105,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
384,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.133,0.133,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
385,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.134,0.134,0.134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.134,0.134,0.134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
386,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.139,0.139,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.139,0.139,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
387,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.156,0.156,0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.156,0.156,0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
388,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.161,0.161,0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
389,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.155,0.155,0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.155,0.155,0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
390,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.138,0.138,0.138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.138,0.138,0.138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
391,1,1,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.067,0.067,0.067,0.067,0.067
392,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.179,0.179,0.179,0.179,0.179
393,1,1,1,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,0.141,0.141,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285,0.141,0.141,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.285,0.285,0.285,0.285,0.285
394,1,1,1,1,1,1,1,1,1,1,1,0.377,0.377,0.377,0.377,0.377,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.377,0.377,0.377,0.377,0.377,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.377,0.377,0.377,0.377,0.377
395,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419,0.144,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.419,0.419,0.419,0.419,0.419
396,1,1,1,1,1,1,1,1,1,1,1,0.435,0.435,0.435,0.435,0.435,0.141,0.141,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435,0.435,0.435,0.435,0.435,0.141,0.141,0.141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435,0.435,0.435,0.435,0.435
397,1,1,1,1,1,1,1,1,1,1,1,0.408,0.408,0.408,0.408,0.408,0.131,0.131,0.131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408,0.408,0.408,0.408,0.408,0.131,0.131,0.131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408,0.408,0.408,0.408,0.408
398,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.123,0.123,0.123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.123,0.123,0.123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35
399,1,1,1,1,1,1,1,1,1,1,1,0.229,0.229,0.229,0.229,0.229,0.119,0.119,0.119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.229,0.229,0.229,0.229,0.229,0.119,0.119,0.119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.229,0.229,0.229,0.229,0.229
400,1,1,1,1,1,1,1,1,1,1,1,0.133,0.133,0.133,0.133,0.133,0.115,0.115,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.133,0.133,0.133,0.133,0.133,0.115,0.115,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.133,0.133,0.133,0.133,0.133
401,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0.041,0.041,0.041,0.099,0.099,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0.041,0.041,0.041,0.099,0.099,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041,0.041,0.041,0.041,0.041
402,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.082,0.082,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
403,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.063,0.063,0.063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.063,0.063,0.063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
404,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049,0.049,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.049,0.049,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
405,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.043,0.043,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.043,0.043,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
406,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.041,0.041,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.041,0.041,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
407,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
408,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042,0.042,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042,0.042,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
409,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
410,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.065,0.065,0.065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.065,0.065,0.065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
