r_id,pltu_kalbar_1,pltu_p_baru_ftp_2,pltu_sintang,mpp_kalbar,pltu_ipp_ketapang,pltu_ketapang,kalbar_1,kalbarpontianak_relokasi_,khatulistiwa_kuota_tersebar,lisdes_kalbar,air_upas,kendawangan,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,nanga_tayap,dedieselisasi,sei_melayu,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,kalbar,khatulistiwa_kuota_tersebar,pantai_kurakura_ftp_1,parit_baru_ftpi,dedieselisasi,tepuai,khatulistiwa_kuota_tersebar,kalbar,nanga_pinoh,pltu_kalsel_ftp2,pltbg_sukadamai,plta_riam_kanan,pltg_trisakti,pltd_trisakti,pltu_asam_asam_ftp_1_34,pltu_asam_asam_12,kalsel_kuota_tersebar,kalselteng_2,dedieselisasi,kaisel_relokasi_,tanah_laut,kotabaru,dedieselisasi,kaisel_1,pltmg_bangkanai_ftp2,pltu_kalselteng_1,pltd_sampit,pltu_pangkalan_bun,pltu_pulang_pisau_ftp_1,bangkanai_ftp2,dedieselisasi,kalteng_relokasi_,lisdes_kalteng,dedieselisasi,sampit,pltg_samberag,pltu_tj_redep_,pltmg_bontang,pltu_kaltim_ftp_2,pltg_katlim_peaking,mpp_kaltim_,pltgu_tanjung_batu,pltu_embalut_eksp,pltu_kaltlim_4,pltu_katlim_mt,pltg_senipah,pltg_senipah_st,pltu_kaltimteluk_balikpapan_ftp_1,lisdes_kaltim,lisdes_kaltim,dedieselisasi,kaltim_peaker_2,lisdes_kaltim,plth_kaltim_peaker_2,tanah_grogot,lisdes_kaltim,kalseltengtimra_kuota_tersebar,kalseltengtimra_kuota_tersebar,kelai,lambakan,kaltim_add_on_blok_2,tabang,pltd_malinau,pltd_tidang_pale,pltu_malinau,pltd_bulungan,pltmg_tj_selor,lisdes_kaltara,malinau,nunukan_2,tanjung_selor,bunyu,lisdes_kaltara,dedieselisasi,lisdes_kaltara,kalseltengtimr_a_kuota_tersebar,lisdes_kaltara,kalseltengtimra_kuota_tersebar,kalseltengtimr_a_kuota_tersebar,sei_menggaris,kalseltengtimra_kuota_tersebar,sesayap,kaltimra,kaltimra,kaltimra_eks_tarakan,plta_kalseltengtimra_kuota_tersebar,plta_kalseltengtimra_kuota_tersebar,plta_muara_juloi,plta_muara_juloi,west_kalimantan_geothermal_potential_ruen,south_kalimantan_geothermal_potential_ruen,central_kalimantan_geothermal_potential_ruen,east_kalimantan_geothermal_potential_ruen,north_kalimantan_geothermal_potential_ruen,west_kalimantan_hydropower_potential_ruen,south_kalimantan_hydropower_potential_ruen,central_kalimantan_hydropower_potential_ruen,east_kalimantan_hydropower_potential_ruen,north_kalimantan_hydropower_potential_ruen,west_kalimantan_hydropower_mini_potential_ruen,south_kalimantan_hydropower_mini_potential_ruen,central_kalimantan_hydropower_mini_potential_ruen,east_kalimantan_hydropower_mini_potential_ruen,north_kalimantan_hydropower_mini_potential_ruen,west_kalimantan_biomass_potential_ruen,south_kalimantan_biomass_potential_ruen,central_kalimantan_biomass_potential_ruen,east_kalimantan_biomass_potential_ruen,north_kalimantan_biomass_potential_ruen,west_kalimantan_biogas_potential_ruen,south_kalimantan_biogas_potential_ruen,central_kalimantan_biogas_potential_ruen,east_kalimantan_biogas_potential_ruen,north_kalimantan_biogas_potential_ruen,west_kalimantan_solar_potential_ruen,south_kalimantan_solar_potential_ruen,central_kalimantan_solar_potential_ruen,east_kalimantan_solar_potential_ruen,north_kalimantan_solar_potential_ruen,west_kalimantan_wind_potential_ruen,south_kalimantan_wind_potential_ruen,central_kalimantan_wind_potential_ruen,east_kalimantan_wind_potential_ruen,north_kalimantan_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
827,1,1,1,1,1,1,1,1,1,0.004,1,1,1,1,1,1,1,1,0.004,1,0.004,1,0.5,1,0.004,0.004,0.5,1,1,0.004,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,0,0,0.007,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.009,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.012,0.009,0,0.007,0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
829,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.041,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.045,0.041,0,0.011,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
830,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.063,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.061,0.063,0,0.01,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
831,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.058,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.064,0.058,0,0.008,0.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
832,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.057,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069,0.057,0,0.008,0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.058,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086,0.058,0.002,0.002,0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.045,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.086,0.045,0.026,0,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.03,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.03,0.064,0,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
836,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.027,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.101,0.027,0.065,0,0.076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
837,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.026,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.026,0.041,0,0.079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
838,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.022,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039,0.022,0.018,0.002,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
839,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.007,1,0.007,1,0.025,1,0.007,1,1,1,1,1,1,1,0.003,1,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007,0.007,0.007,1,0.007,0.007,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.011,0.011,0.011,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.007,0.003,0.007,0.011,0.009,0.025,0.004,0.002,0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
840,1,1,1,1,1,1,1,1,1,0.024,1,1,1,1,1,1,1,1,0.024,1,0.024,1,0.5,1,0.024,0.024,0.5,1,1,0.024,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.08,1,0.08,1,0.013,1,0.08,1,1,1,1,1,1,1,0.088,1,0.088,0.088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.104,0.104,0.104,1,0.104,0.104,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.136,0.136,0.136,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.024,0.08,0.088,0.104,0.136,0.001,0.013,0.005,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,1,1,1,1,1,1,1,1,1,0.154,1,1,1,1,1,1,1,1,0.154,1,0.154,1,0.5,1,0.154,0.154,0.5,1,1,0.154,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.194,1,0.194,1,0.001,1,0.194,1,1,1,1,1,1,1,0.14,1,0.14,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,1,0.278,0.278,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.21,0.21,0.21,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.154,0.194,0.14,0.278,0.21,0,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
842,1,1,1,1,1,1,1,1,1,0.235,1,1,1,1,1,1,1,1,0.235,1,0.235,1,0.5,1,0.235,0.235,0.5,1,1,0.235,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.316,1,0.316,1,0.001,1,0.316,1,1,1,1,1,1,1,0.218,1,0.218,0.218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.398,0.398,0.398,1,0.398,0.398,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.409,0.409,0.409,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.235,0.316,0.218,0.398,0.409,0,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
843,1,1,1,1,1,1,1,1,1,0.301,1,1,1,1,1,1,1,1,0.301,1,0.301,1,0.5,1,0.301,0.301,0.5,1,1,0.301,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.433,1,0.433,1,0.001,1,0.433,1,1,1,1,1,1,1,0.262,1,0.262,0.262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.467,0.467,0.467,1,0.467,0.467,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.558,0.558,0.558,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.301,0.433,0.262,0.467,0.558,0,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
844,1,1,1,1,1,1,1,1,1,0.373,1,1,1,1,1,1,1,1,0.373,1,0.373,1,0.5,1,0.373,0.373,0.5,1,1,0.373,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.484,1,0.484,1,0.001,1,0.484,1,1,1,1,1,1,1,0.3,1,0.3,0.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.508,0.508,0.508,1,0.508,0.508,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.616,0.616,0.616,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.373,0.484,0.3,0.508,0.616,0,0.001,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
845,1,1,1,1,1,1,1,1,1,0.423,1,1,1,1,1,1,1,1,0.423,1,0.423,1,0.5,1,0.423,0.423,0.5,1,1,0.423,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.507,1,0.507,1,0.002,1,0.507,1,1,1,1,1,1,1,0.305,1,0.305,0.305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.516,0.516,0.516,1,0.516,0.516,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.61,0.61,0.61,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.423,0.507,0.305,0.516,0.61,0.001,0.002,0,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
846,1,1,1,1,1,1,1,1,1,0.419,1,1,1,1,1,1,1,1,0.419,1,0.419,1,0.5,1,0.419,0.419,0.5,1,1,0.419,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.492,1,0.492,1,0.003,1,0.492,1,1,1,1,1,1,1,0.294,1,0.294,0.294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.474,0.474,0.474,1,0.474,0.474,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.577,0.577,0.577,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.419,0.492,0.294,0.474,0.577,0.001,0.003,0,0.002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
847,1,1,1,1,1,1,1,1,1,0.38,1,1,1,1,1,1,1,1,0.38,1,0.38,1,0.5,1,0.38,0.38,0.5,1,1,0.38,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.415,1,0.415,1,0.003,1,0.415,1,1,1,1,1,1,1,0.25,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.375,0.375,0.375,1,0.375,0.375,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.498,0.498,0.498,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.38,0.415,0.25,0.375,0.498,0.001,0.003,0,0.004,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
848,1,1,1,1,1,1,1,1,1,0.291,1,1,1,1,1,1,1,1,0.291,1,0.291,1,0.5,1,0.291,0.291,0.5,1,1,0.291,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.255,1,0.255,1,0.004,1,0.255,1,1,1,1,1,1,1,0.212,1,0.212,0.212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.227,0.227,0.227,1,0.227,0.227,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.37,0.37,0.37,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.291,0.255,0.212,0.227,0.37,0.001,0.004,0,0.005,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
