Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,249
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,237
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,228
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,219
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,212
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,206
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,204
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,207
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,198
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,199
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,207
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,216
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,220
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,220
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,222
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,227
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,228
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,231
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,226
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,227
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,249
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,255
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,253
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,248
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,240
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,225
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,216
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,208
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,205
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,199
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,203
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,213
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,215
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,244
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,261
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,270
