r_id,plts_likupang,pltd_bitung,pltd_lopana,pltu_amurang,pltu_amurang_sawa,pltp_lahendong_iii,pltp_lahendong_iiiiv,pltp_lahendong_vvi_ftp_2,pltd_kotamobagu,pltu_gorontalo_ftp1,plts_isimu_gorontalo,pltd_talaga,pltu_molotabu,pltg_gorontalo_peaker,pltd_silae,pltu_tawaeli_ekpansi,pltu_ampana,plta_poso_2,pltg_tello,plta_bakaru_1,pltb_sidrap,pltu_sulsel_barru,pltg_sengkang_gt_22,pltgu_sengkang_st_28,pltu_punagay_ftp_2,pltb_jeneponto,pltgu_jeneponto_2,pltu_jeneponto_1,pltu_kendari_ekspansi,pltu_kendarinii_tanasa,mpp_sultra_kendari,pltu_kendari_3,pltmg_baubau,pltu_baubau,pltu_mamuju,lisdes,sangihe,sulut_3,tahuna,talaud,dedieselisasi,tahuna_2,dominanga,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,sawangan,sulbagut_kuota_tersebar,sulbagut_kuota_tersebar,tahuna_3,sulbagut_kuota_tersebar,minahasa,sulut_1,sulbagut_1,bone_bolango,iya,lisdes,luwuk,poso_peaker,tomata,lisdes,koro_kabalo,dedieselisasi,lisdes,palu_3,koro_yaentu,lisdes,sulbagsel_kuota_tersebar,buleleng,biak_i,biak_ii,biak_iii,sulbagut_kuota_tersebar,sulbagsel_kuota_tersebar,halulai,alani,lisdes,sulsel_barru_2,malea_ftp_2,sulbagsel_kuota_tersebar,ussu_malili,selayar,selayar,bungin_111,madong,dedieselisasi,makassar,selayar_2,lisdes,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,sulbagsel_kuota_tersebar,dedieselisasi,bakaru_2,belaj_en,poko,sulbagsel_kuota_tersebar,buttu_batu,sulbagsel_kuota_tersebar,lisdes,lisdes,lisdes,dedieselisasi,mpp_sulselbar,lisdes,sulbagsel,dedieselisasi,lapai_1,lapai_2,riorita,watunohu,konawe_bendungan_pelosika_pupr,baubau_2,sulbagsel_kuota_tersebar,lisdes,lisdes,bonehau,pltp_kotamobagu_1,pltp_kotamobagu_2,pltp_kotamobagu_3,pltp_kotamobagu_4,pltp_marana,pltp_lainea,pltp_sipaholon_riaria,pltp_borapulu,pltp_pentadio,pltp_suwawa,pltm_riorita,pltm_riorita,plta_sulbagut_kuota_tersebar,plta_sulbagut_kuota_tersebar,plta_sulbagut,plta_sulbagsel_kuota_tersebar,plta_sulbagsel_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_sulawesi_kuota_tersebar,plta_pokko,plta_watunohu,plta_konawe_bendung_piipr,pltm_dominanga,pltm_lapa_1,pltm_lapa_1,pltm_lapa_2,pltm_lapa_2,pltm_riorita,pltm_riorita,pltsa_makassar,plts_dedieselisasi,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,pltb_sulbagsel_kuota_tersebar,north_sulawesi_geothermal_potential_ruen,gorontalo_geothermal_potential_ruen,central_sulawesi_geothermal_potential_ruen,south_sulawesi_geothermal_potential_ruen,southeast_sulawesi_geothermal_potential_ruen,west_sulawesi_geothermal_potential_ruen,north_sulawesi_hydropower_potential_ruen,gorontalo_hydropower_potential_ruen,central_sulawesi_hydropower_potential_ruen,south_sulawesi_hydropower_potential_ruen,southeast_sulawesi_hydropower_potential_ruen,west_sulawesi_hydropower_potential_ruen,north_sulawesi_hydropower_mini_potential_ruen,gorontalo_hydropower_mini_potential_ruen,central_sulawesi_hydropower_mini_potential_ruen,south_sulawesi_hydropower_mini_potential_ruen,southeast_sulawesi_hydropower_mini_potential_ruen,west_sulawesi_hydropower_mini_potential_ruen,north_sulawesi_biomass_potential_ruen,gorontalo_biomass_potential_ruen,central_sulawesi_biomass_potential_ruen,south_sulawesi_biomass_potential_ruen,southeast_sulawesi_biomass_potential_ruen,west_sulawesi_biomass_potential_ruen,north_sulawesi_biogas_potential_ruen,gorontalo_biogas_potential_ruen,central_sulawesi_biogas_potential_ruen,south_sulawesi_biogas_potential_ruen,southeast_sulawesi_biogas_potential_ruen,west_sulawesi_biogas_potential_ruen,north_sulawesi_solar_potential_ruen,gorontalo_solar_potential_ruen,central_sulawesi_solar_potential_ruen,south_sulawesi_solar_potential_ruen,southeast_sulawesi_solar_potential_ruen,west_sulawesi_solar_potential_ruen,north_sulawesi_wind_potential_ruen,gorontalo_wind_potential_ruen,central_sulawesi_wind_potential_ruen,south_sulawesi_wind_potential_ruen,southeast_sulawesi_wind_potential_ruen,west_sulawesi_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
11,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.113,1,1,1,1,0.113,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.113,0,0.5,0.5,0.5,0.113,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.089,0.165,0.024,0.113,0.041,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.128,1,1,1,1,0.128,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.128,0,0.5,0.5,0.5,0.128,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.088,0.202,0.037,0.128,0.048,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.122,1,1,1,1,0.122,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.122,0,0.5,0.5,0.5,0.122,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.089,0.223,0.036,0.122,0.043,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.104,1,1,1,1,0.104,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.104,0,0.5,0.5,0.5,0.104,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.085,0.209,0.032,0.104,0.036,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.088,1,1,1,1,0.088,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.088,0,0.5,0.5,0.5,0.088,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.072,0.174,0.023,0.088,0.032,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.068,1,1,1,1,0.068,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.068,0,0.5,0.5,0.5,0.068,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.072,0.149,0.022,0.068,0.014,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.054,1,1,1,1,0.054,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.054,0,0.5,0.5,0.5,0.054,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.074,0.137,0.019,0.054,0.003,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.04,1,1,1,1,0.04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.04,0,0.5,0.5,0.5,0.04,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.078,0.137,0.017,0.04,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.03,1,1,1,1,0.03,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.03,0,0.5,0.5,0.5,0.03,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.079,0.144,0.021,0.03,0,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.031,1,1,1,1,0.031,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.031,0,0.5,0.5,0.5,0.031,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.085,0.156,0.027,0.031,0.001,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.032,1,1,1,1,0.032,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.032,0,0.5,0.5,0.5,0.032,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.105,0.179,0.03,0.032,0.002,0.034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,0.038,1,1,1,1,0.038,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0,1,1,0,1,0.5,0.038,0,0.5,0.5,0.5,0.038,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.117,0.195,0.029,0.038,0.004,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.045,1,1,1,1,1,1,1,1,1,0.044,1,1,1,1,1,1,0.5,1,0.5,0.046,1,1,1,1,0.046,1,1,1,1,1,1,1,1,1,0.045,0.045,1,1,1,0.045,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.045,1,0.5,0.5,0.045,0.5,0.045,0.045,1,0.5,0.045,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.019,1,0.5,0.5,0.5,0.019,1,0.5,0.5,0.019,1,1,0.019,1,0.5,0.046,0.019,0.5,0.5,0.5,0.046,0.5,0.5,0.015,0.015,0.015,0.015,1,0.015,1,0.015,0.5,0.5,0.5,0.5,0.5,1,1,0.033,0.033,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.045,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.045,0.044,0.045,0.019,0.015,0.033,0.119,0.194,0.027,0.046,0.004,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0.144,1,1,1,1,1,1,1,1,1,0.154,1,1,1,1,1,1,0.5,1,0.5,0.035,1,1,1,1,0.035,1,1,1,1,1,1,1,1,1,0.144,0.144,1,1,1,0.144,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0.5,0.212,1,0.5,0.5,0.212,0.5,0.212,0.212,1,0.5,0.212,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.11,1,0.5,0.5,0.5,0.11,1,0.5,0.5,0.11,1,1,0.11,1,0.5,0.035,0.11,0.5,0.5,0.5,0.035,0.5,0.5,0.086,0.086,0.086,0.086,1,0.086,1,0.086,0.5,0.5,0.5,0.5,0.5,1,1,0.173,0.173,0.5,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.212,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.144,0.154,0.212,0.11,0.086,0.173,0.122,0.181,0.02,0.035,0.002,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
